samples	sygl.1	sel.1	maea.1	ubc.25	pdr.1	cul.4	ubc.20	rnf.5	marc.6	ufl.1	rbpl.1	ari.1.3	F44B9.5	rnf.113	ZK1248.11	marc.3	tag.314	herc.1	uev.2	Y105E8A.14	ari.1.2	ntl.4	ubc.9	ubc.3	ufd.2	marc.4	sel.11	otub.1	vps.36	wdr.48	rae.1	ufd.3	skr.18	T22C1.1	mig.32	bath.40	fsn.1	uba.1	trul.1	uev.1	cand.1	dss.1	F37A4.5	ate.1	rpn.10	pas.1	spsb.2	F10C2.5	rpn.11	pbs.5	pas.5	hsp.4	wdr.23	ubh.1	ubh.3	der.2	eor.1	rpt.1	ubh.2	Y82E9BR.18	rpn.7	ufd.1	pas.2	pbs.3	C28A5.6	vps.22	C47E12.3	B0303.4	fbxl.1	spsb.1	jamp.1	vms.1	rpn.6.2	vps.37	rpn.3	atg.3	ccdc.47	C14C10.5	C10G11.8	F35G12.12	aph.2	sel.10	zim.2	dhc.1	chp.1	Jun	npp.21	bir.1	oma.1	rad.50	mcm.6	cls.2	mog.3	smc.6	mdf.1	sel.13	T08D2.7	F54E7.9	chl.1	ebp.2	gpr.1	ppk.1	him.14	K07A1.10	nos.2	lmn.1	lin.54	Sep	pam.1	dpy.26	pole.1	nos.3	rde.2	smc.4	ptc.1	cyb.2.2	ksr.2	spdl.1	dnc.1	oma.2	zyg.9	orc.1	lem.2	mnat.1	wrm.1	met.2	psf.3	eme.1	clk.2	npp.1	ints.13	him.1	hsr.9	mcm.4	ced.12	scc.2	ran.2	gsp.2	gpb.1	cyb.2.1	zyg.1	bub.1	egg.5	let.92	gld.1	eri.1	tpxl.1	hoe.1	hmp.2	cin.4	syp.4	kbp.2	figl.1	saps.1	tbg.1	zim.1	F25B5.5	taf.10	rsa.2	cyy.1	fcd.2	rfs.1	ebp.1	helq.1	spe.6	npp.13	cdk.7	htp.3	F59E12.15	mcm.5	egl.20	pid.3	xpf.1	coh.3	gsp.4	cpb.1	him.17	lem.3	puf.5	hpl.2	ercc.1	F54A3.2	rha.1	tcc.1	him.18	tba.2	rack.1	ima.2	mlc.5	wee.1.3	him.10	kin.3	ced.10	zim.3	cdl.1	gender	genotype	age	stage	group
G4-469-.bam	0.421653	2.845310	0.171514	4.053027	1.135001	1.361994	1.568417	0.241698	0.713538	1.108034	3.294928	0.615114	0.344987	1.097799	0.933043	0.418610	0.686378	0.184528	0.280576	0.829846	0.544088	1.980809	2.085096	0.890992	2.096464	0.066135	1.799723	1.736963	1.097376	0.747933	0.696447	3.714016	1.855924	1.083848	0.537286	0.950284	0.702091	3.935338	0.452428	32.441986	0.792654	0.541705	7.293157	0.508858	5.045297	4.384741	0.052464	0.404937	2.491012	19.346428	9.263232	18.767307	0.218050	0.169008	0.619938	0.867848	0.311534	6.014190	0.677611	0.285623	6.368621	3.041556	3.972838	5.562423	4.803145	0.647691	1.634250	1.726679	0.216735	0.108374	0.291466	1.161493	3.086659	0.560817	5.928892	0.535654	4.695819	1.601639	18.193580	1.911564	0.234024	1.990476	0.438198	6.219564	2.864436	0.070671	4.859536	0.851095	1.441340	1.474987	0.849389	1.392887	2.527188	5.146009	1.740689	2.504114	0.045540	0.220675	0.340419	2.427427	1.609767	0.325032	0.493855	2.149137	0.216820	3.864642	0.561762	2.466807	3.057106	2.472946	7.855036	3.459944	0.672863	3.917209	2.305146	0.611365	0.199936	3.012636	1.866158	0.463194	2.362890	0.571191	1.390940	0.735965	0.626506	1.127809	0.338744	0.335085	0.376382	2.280101	0.798116	1.909354	4.223916	1.043856	0.347387	1.139108	0.941577	3.713427	0.454105	0.361572	0.474528	5.221352	0.801874	2.307120	3.643823	0.389215	1.742790	1.028656	5.453722	0.550840	5.523216	1.718144	0.481353	1.134793	0.799718	0.273972	0.805368	1.020865	1.767170	0.390540	0.439768	0.299519	0.135871	0.217067	2.216432	0.237931	0.142879	2.890181	0.800154	1.362999	0.698565	2.158732	0.778836	1.234128	21.080816	2.782088	1.612613	0.845795	0.378828	0.467255	0.337480	0.188956	1.602608	1.924980	2.107767	27.084692	30.543133	1.634970	2.429114	2.463564	2.488103	3.460144	0.185285	0.593543	2.151022	male	lat1_KO	d1_adult	gonad	group6
G4-N2.bam	2.796671	3.657254	0.212086	6.808703	2.304073	1.920015	1.928346	0.665293	1.006310	1.479735	4.515372	1.265181	0.548211	2.164653	1.650886	2.706536	0.089741	0.180725	0.365271	1.100512	1.525731	3.208126	6.442006	2.229895	4.237183	0.075534	2.454758	3.280530	1.801552	1.926301	1.172689	6.487320	1.987620	3.666918	2.488131	1.744219	1.603405	6.601752	0.732582	4.685730	1.341726	0.490471	0.746794	0.685581	4.315946	7.136203	1.246252	0.810328	8.098819	6.185722	17.794378	9.893812	0.806952	0.302289	1.148448	1.155857	0.756556	6.442222	1.552158	0.330634	8.433825	4.500959	6.046569	7.207547	0.169772	1.252147	0.768462	2.033804	0.238343	0.237324	0.358200	2.324734	0.656680	1.606944	8.072356	1.719064	6.865219	4.009941	0.131892	2.311597	0.743346	2.404915	1.278963	7.523386	3.164523	0.085823	5.774947	1.087994	5.169927	2.885287	5.337392	2.257078	4.255569	6.787539	3.437521	4.297121	0.200224	0.399283	0.740272	3.580766	1.903876	0.751254	1.766285	3.352395	3.680591	6.723916	2.378002	3.239279	3.382380	3.016332	7.344733	5.517852	2.090957	5.950248	9.287391	4.929017	0.315609	1.955371	2.375182	10.075720	4.736013	4.034878	4.634060	1.124990	2.040654	2.985175	1.570455	0.369233	1.340150	2.007966	0.999856	4.527591	10.458644	4.644937	1.106602	1.263372	2.404555	8.396945	1.153592	2.900929	1.233239	5.801244	8.579808	4.142953	19.230504	1.165282	2.796687	1.812536	1.912383	2.337707	6.697149	1.667163	0.691697	2.557701	1.171039	0.640412	1.404114	1.979591	2.545230	1.074707	0.759072	0.318582	0.172270	0.307090	0.167228	0.368072	0.311366	4.307473	0.695233	5.650170	0.075859	4.588749	1.524637	1.707074	0.162040	1.464785	4.104592	2.499103	16.819804	1.203258	0.480440	0.412185	2.356217	3.967597	2.794035	28.639369	38.325535	10.649299	3.014009	4.868811	4.646552	3.287223	0.483644	1.606433	6.237791	hermaphrodite	wild_type	d1_adult	gonad	group9
G4-N2-.bam	0.227361	2.381979	0.087440	3.001080	1.328906	0.981944	0.931932	0.146478	0.597532	0.955795	3.173246	0.405435	0.310056	1.173652	0.327471	0.251158	0.478613	0.156879	0.103473	0.512747	0.346722	1.221004	1.935888	0.928070	1.551570	0.032973	1.125958	1.180176	0.763863	0.454767	0.490362	3.016881	1.201511	0.707720	0.449669	0.799641	0.396286	3.298380	0.281315	23.452440	0.580750	0.381198	5.154834	0.271132	4.021744	3.916087	0.054122	0.285389	1.890515	14.925589	8.601027	19.185157	0.152868	0.175100	0.374650	0.611160	0.137310	3.793783	0.530887	0.195176	4.822953	1.832693	2.739803	4.968890	4.421033	0.328326	1.691135	1.298463	0.112623	0.080134	0.155011	1.208444	2.625487	0.454644	3.769636	0.409073	3.336872	1.128040	17.380618	1.555684	0.135594	1.225602	0.266969	6.348205	1.578800	0.041682	4.069303	0.553773	1.056769	1.238335	0.683064	1.329964	2.556929	4.050784	1.382138	2.770349	0.038031	0.145849	0.208197	2.119282	1.592561	0.207843	0.462232	1.343566	0.257493	3.364844	0.288890	2.034447	2.842978	1.993419	8.683514	2.514892	0.501421	2.969184	2.093682	0.519299	0.188734	2.440096	1.440506	0.394329	1.906542	0.574041	0.861730	0.561962	0.449522	0.811811	0.243901	0.304721	0.240774	2.577202	0.530434	1.521971	3.864268	0.873861	0.216555	0.922085	0.689149	2.824176	0.333177	0.182148	0.419139	5.279459	0.613312	1.555151	2.372817	0.346697	1.542776	0.723850	4.132286	0.415939	5.781690	1.037452	0.423869	1.185287	0.430092	0.189590	0.491480	0.597361	1.523038	0.171584	0.356687	0.219940	0.096483	0.165075	2.493262	0.138767	0.109391	3.075092	0.537099	0.764093	1.498833	1.862666	0.726066	1.340281	20.932555	2.259306	1.341362	0.589820	0.242195	0.246376	0.230267	0.118454	1.301889	1.385361	1.659871	28.297686	27.089037	1.336741	1.493156	2.591731	2.078639	1.747225	0.140316	0.470944	1.412911	male	wild_type	d1_adult	gonad	group8
G5-469.bam	2.924657	3.505301	0.239801	5.935394	2.041760	2.076629	2.142833	0.538242	1.029684	1.734571	4.862027	1.314039	0.606799	2.980719	1.670640	2.762908	0.170638	0.194471	0.327187	1.380534	1.589209	4.057065	6.055460	1.899777	4.266277	0.074096	2.696101	3.377788	2.021900	2.521343	1.513347	6.636410	2.743242	3.461985	2.444115	1.635016	1.753314	7.604397	0.796977	5.773509	1.442443	0.785436	0.628525	0.787624	4.685722	8.291115	1.130170	0.950362	8.746778	7.160775	16.239458	10.005864	1.107394	0.246176	1.241047	0.873120	0.789765	7.290603	1.410085	0.369950	8.675981	3.873652	6.659088	8.152093	0.192484	1.344609	0.892344	2.034738	0.313419	0.230565	0.405369	2.483757	0.586152	1.807020	8.327868	1.921795	6.851206	4.803060	0.340891	2.278582	0.766282	2.662728	1.247597	8.159947	4.139791	0.107726	6.735311	1.136395	5.515874	3.561387	5.122859	2.700034	4.760422	7.764496	3.786749	4.131799	0.286070	0.695617	0.840614	4.587136	2.019377	0.858569	1.750779	3.259893	3.687141	6.689996	2.487213	3.638944	3.860300	3.224986	8.518125	7.029442	1.636071	6.785642	8.780649	5.510599	0.367629	2.321048	2.712800	10.172812	5.262098	4.034474	5.012125	1.265127	2.101120	2.990852	1.797167	0.384104	1.548075	2.302843	1.304273	4.837946	10.553109	4.906957	1.097108	1.494117	2.475035	7.697510	1.601441	3.698681	1.266810	6.016660	8.840730	4.426126	21.044518	1.097091	3.625891	1.972483	1.955588	2.474261	6.769927	1.606978	0.839045	2.680154	1.476817	0.659338	1.680285	2.686720	2.989379	0.988570	0.763815	0.358307	0.235182	0.380853	0.199801	0.450239	0.376895	4.130158	0.779267	5.153038	0.120189	5.327583	1.507342	2.112889	0.204413	1.617428	4.175285	2.769076	15.798964	1.531499	0.534224	0.435525	2.569802	4.113228	2.609614	30.561733	47.823568	10.914390	3.532050	4.790911	4.390381	3.682357	0.637070	1.438484	7.161021	hermaphrodite	lat1_KO	d1_adult	gonad	group7
G5-469-.bam	0.409369	3.000516	0.143772	3.553019	1.323441	1.373148	1.069316	0.293792	0.743255	1.210726	3.213958	0.588548	0.529040	1.170271	0.718757	0.425426	0.604086	0.222053	0.267005	0.613671	0.514450	1.774490	1.980684	0.968086	2.136792	0.090158	1.690209	1.734092	1.124063	0.963994	0.688969	3.761762	1.618225	0.971371	0.504967	0.956189	0.706717	3.794427	0.324804	109.604490	0.784363	0.569980	7.418560	0.537716	4.847779	3.993334	0.106140	0.399358	2.373508	4.274628	8.672405	19.441849	0.272738	0.311046	0.441024	1.011122	0.350629	5.528527	0.830042	0.299484	5.832307	2.586129	3.125781	5.100777	5.248323	0.506285	2.124875	1.805286	0.237473	0.172133	0.256567	1.373227	2.869775	0.664623	5.495438	0.438142	3.992465	1.626528	19.537171	2.022379	0.210252	1.878432	0.607482	6.703427	2.222615	0.118557	4.943152	0.610887	1.304509	1.536155	0.738033	1.507734	2.554890	5.714938	1.722714	3.144533	0.048260	0.207956	0.359725	2.353182	1.666292	0.347139	0.558077	1.879744	0.279820	3.652657	0.516306	2.469394	3.080197	2.675045	12.901442	3.134255	0.660122	3.809338	2.465230	0.753923	0.235076	3.165855	1.932494	0.530615	2.351491	0.604910	1.231295	0.588843	0.771813	1.101775	0.309440	0.388627	0.406670	3.174306	0.837522	1.945038	4.601859	1.121347	0.481168	1.118427	0.890505	3.527978	0.524139	0.265324	0.538681	5.469514	0.928937	2.178799	2.981778	0.488584	1.783829	0.999474	0.439309	0.612883	5.994474	1.062939	0.604258	1.386244	0.796094	0.328102	0.797788	0.978205	2.023985	0.329357	0.462306	0.371838	0.142217	0.231027	2.208022	0.234407	0.143213	2.899753	0.771441	1.404056	1.490558	2.175101	0.835717	1.440445	20.991365	2.720885	1.668276	1.027435	0.485772	0.447384	0.419706	0.194311	1.600251	1.799458	1.907583	28.261277	25.994147	1.817695	2.031710	2.601141	2.381643	2.765543	0.154496	0.666574	2.075106	male	lat1_KO	d1_adult	gonad	group6
G5-N2.bam	2.892046	3.140921	0.237368	6.036370	1.901119	1.659427	1.976686	0.627342	0.909077	1.314862	4.374194	1.235320	0.528463	2.257636	1.488378	2.500508	0.115517	0.179303	0.299460	1.204053	1.606830	3.787329	6.157577	1.791947	4.057649	0.056293	2.460358	3.012705	2.012642	2.031009	1.128893	5.506164	2.491836	3.159958	2.178334	1.558383	1.317433	6.316149	0.842171	63.770804	1.301679	0.610866	0.523014	0.641409	4.525086	6.726794	1.108457	0.727921	7.808922	37.255927	16.266918	11.025790	0.789869	0.211834	1.290180	1.209237	0.708372	6.744755	1.473320	0.309557	7.335015	3.982588	6.091436	5.907854	0.100023	1.316794	0.774422	1.918127	0.247319	0.215411	0.367304	2.102593	0.459679	1.503249	7.695758	1.390516	5.156875	4.351444	0.126073	1.869093	0.701335	2.388539	1.249075	6.951833	3.293251	0.077161	5.769306	0.970809	4.793646	2.959379	4.238946	2.329519	4.216103	7.067451	3.369827	4.355514	0.231207	0.287905	0.628168	3.971507	1.741146	0.745227	1.554077	3.105463	3.257028	6.458984	2.179071	3.309659	3.003095	3.034748	12.485697	6.510089	1.457956	5.952812	7.822734	4.515899	0.360542	2.168601	2.358828	8.655125	4.693190	3.789262	4.277004	0.979377	2.046848	2.695491	1.417408	0.337656	1.274577	1.933667	0.995503	4.420188	9.676902	4.568580	1.048842	1.339661	2.393933	6.924054	1.350454	3.287915	1.064352	5.275273	7.251846	4.141142	18.978996	0.960724	3.052244	1.927703	12.248910	2.434736	5.813485	1.473320	0.819822	2.412912	1.074289	0.558638	1.240826	2.393511	2.630886	0.887951	0.645725	0.320133	0.175780	0.304825	0.109826	0.402305	0.279497	3.859475	0.721441	4.867369	0.073025	4.398280	1.357595	1.729534	0.122849	1.640084	3.886867	2.480617	13.944991	1.159194	0.421190	0.454877	2.248270	3.398875	2.361676	28.079318	43.924172	9.648369	3.256178	4.709823	3.758456	3.582445	0.551456	1.415148	6.560704	hermaphrodite	wild_type	d1_adult	gonad	group9
G5-N2-.bam	0.404362	2.708118	0.089383	3.852897	1.126885	1.391951	1.396135	0.260066	0.755937	1.205179	3.047686	0.560922	0.446868	1.237072	0.571591	0.378178	0.598079	0.167748	0.185159	0.683684	0.410788	1.813001	1.673216	0.786782	2.051452	0.034169	1.592666	1.477117	1.488301	0.866616	0.706040	3.527234	1.791346	1.118449	0.465207	0.968862	0.680202	3.500749	0.475486	3.904404	0.795177	0.686241	7.311378	0.447890	4.928967	4.036159	0.055550	0.523293	2.546635	3.874599	8.569138	21.811019	0.219604	0.169304	0.490192	1.065413	0.287088	5.983399	0.734757	0.308798	5.697580	2.328284	3.301664	4.277528	4.835868	0.625067	1.034928	1.792618	0.186934	0.101480	0.258397	1.480388	2.956933	0.674280	5.370269	0.465978	3.681878	1.784211	16.798193	1.884275	0.212743	1.921724	0.498211	6.616534	2.568687	0.057059	5.330078	0.836189	1.445093	1.712534	0.804479	1.367607	2.637851	5.320878	1.863139	3.082424	0.047645	0.305509	0.339527	2.619739	1.603897	0.293035	0.544690	1.950491	0.177101	3.893097	0.447259	2.636469	3.126350	2.656321	6.977693	3.317236	0.663177	4.065496	2.245179	0.882954	0.219811	3.527087	1.940006	0.398689	2.165387	0.571531	1.290371	0.651558	0.557282	0.933348	0.373312	0.346416	0.384292	2.285006	0.878628	1.964691	4.707828	0.924611	0.483558	1.096083	0.871310	3.372433	0.463648	0.264177	0.497030	5.698383	0.691327	2.145197	3.263273	0.431264	1.727859	1.087054	0.349067	0.499126	5.663570	1.221833	0.442322	1.330798	0.868722	0.294209	0.911766	0.931956	1.816324	0.382133	0.439099	0.184878	0.117384	0.189006	1.926963	0.222360	0.147894	2.897070	0.622791	1.170541	0.433481	1.949780	0.917747	1.256474	18.859275	3.095549	1.566426	0.966842	0.323773	0.387806	0.300140	0.171541	1.555938	1.802164	1.867616	25.605966	26.025918	1.729464	2.155176	2.824614	2.822365	2.930561	0.176974	0.699527	2.166729	male	wild_type	d1_adult	gonad	group8
N2--1.bam	0.111475	2.228605	0.154049	2.203517	0.995009	0.658446	1.272844	0.251844	0.511740	0.705216	1.455202	0.325684	0.320260	0.669439	0.255091	0.140689	0.347851	0.133585	0.011168	0.278021	0.282377	1.829950	0.848872	0.822498	1.487753	0.013004	1.275403	0.846229	1.219389	0.559572	0.298259	1.949111	0.759657	0.570720	0.283402	0.648979	0.496644	2.698484	0.189022	3.052603	0.654126	0.181453	3.004112	0.436709	2.879844	2.358126	0.002114	0.401557	1.897517	3.048979	6.090331	12.797537	0.676216	0.114492	0.226946	0.612622	0.223795	3.263368	0.517216	0.131424	3.556822	1.598471	2.462808	2.894177	2.480107	0.543000	1.303085	1.322804	0.252499	0.132099	0.174028	0.897321	1.414589	0.299384	3.625899	0.479565	2.444287	1.345887	10.523419	1.044856	0.130102	1.130250	0.166780	4.258052	1.092936	0.100067	2.684981	0.294106	0.750674	0.733675	0.411000	0.963900	1.159125	2.761313	1.228896	1.515023	0.020186	0.126152	0.129461	1.814966	0.713549	0.347782	0.284957	1.433506	0.125210	2.655586	0.247129	1.159903	2.115745	1.380534	2.693717	1.475171	0.416820	1.841483	1.933249	0.427363	0.094361	1.828268	1.288350	0.120130	1.335921	0.323159	0.586628	0.463211	0.410327	0.444331	0.257404	0.202327	0.207116	1.421572	0.497920	1.081780	2.296698	0.519926	0.258903	0.497805	0.489165	3.262994	1.306908	0.113687	0.235891	2.842813	0.172692	2.084932	1.465456	0.267074	0.852311	0.556327	0.245693	0.208458	2.424636	0.552805	0.303414	0.799329	0.444982	0.100904	0.452879	0.594556	0.785035	0.224996	0.191251	0.181455	0.075052	0.091599	1.121889	0.167897	0.100777	1.303530	0.358323	0.662652	0.637192	0.770001	0.718492	0.633116	10.895823	1.343639	0.895232	0.656495	0.128513	0.187912	0.378939	0.068852	0.825489	1.067233	0.885401	16.999846	18.475609	0.875333	1.977615	1.684046	1.095186	2.124017	0.286130	0.237616	0.988711	male	wild_type	d1_adult	whole_worm	group10
N2-1.bam	1.614203	2.396589	0.129786	4.288123	1.496165	1.101166	1.416515	0.426240	0.636833	0.948927	2.535504	0.782073	0.356509	1.714576	1.030877	1.892392	0.002470	0.120018	0.000000	0.873067	0.954681	2.760244	3.754853	1.236222	2.727071	0.008363	1.886752	2.217228	1.273216	1.286890	0.708761	3.694837	1.552731	2.169821	1.425418	1.143319	1.013626	4.358493	0.461877	22.766832	0.995071	0.245221	0.012178	0.380464	2.927522	4.789281	0.663378	0.472986	5.203336	6.148034	11.363053	7.938573	0.585077	0.160305	0.668205	0.669670	0.487617	4.507357	0.800895	0.178058	5.657364	2.155981	4.461941	4.461468	0.036910	0.971703	0.557990	1.497889	0.138319	0.129022	0.261550	1.439170	0.297706	0.984446	5.063970	1.214160	4.586206	2.893481	0.082563	1.607286	0.400319	1.697184	0.674789	4.843136	2.313034	0.047762	3.828741	0.552965	3.100098	1.804588	2.997490	1.797029	2.462098	4.394488	2.475322	2.016835	0.099699	0.268609	0.365666	2.324499	1.218643	0.487538	1.014395	2.052796	2.244444	4.747019	1.572951	2.031104	2.421995	1.957808	5.467357	3.846940	1.190325	3.776624	5.346798	3.113110	0.173201	1.433485	1.777528	6.554716	2.942406	2.633419	2.827359	0.713295	1.150362	1.681570	1.030708	0.204567	0.652561	1.277772	0.667453	3.072073	5.988564	2.976888	0.705576	0.744525	1.434534	5.592852	1.199666	2.279629	0.748009	3.677735	5.314714	3.073757	12.495454	0.560134	2.032212	1.138174	1.651004	1.248327	3.962041	0.952843	0.433554	1.663331	0.726224	0.282018	0.781470	1.615562	1.604884	0.672705	0.452307	0.151925	0.110856	0.207048	0.044496	0.274718	0.179635	2.543513	0.354903	3.514977	0.018297	2.660288	0.990524	0.941071	0.093783	0.990110	2.539536	1.653164	9.960564	0.744286	0.316984	0.204584	1.550214	2.123219	1.414479	21.294368	30.651046	6.546266	2.147055	2.927909	2.654889	2.301514	0.370629	0.815346	4.490524	male	wild_type	d1_adult	whole_worm	group10
N2--2.bam	0.172571	2.014245	0.103069	2.252736	0.970204	0.571720	0.834826	0.251571	0.409925	0.637121	1.604065	0.293050	0.175530	0.458858	0.316190	0.075863	0.119601	0.119565	0.000000	0.205225	0.311590	1.753330	1.307964	0.864210	1.326814	0.036774	1.403140	1.075079	1.146726	0.451318	0.263581	1.825261	0.719843	0.646166	0.274075	0.879499	0.249399	2.364805	0.159451	19.921019	0.609048	0.145997	2.755505	0.247702	2.341462	1.915944	0.008153	0.304060	1.775533	3.720209	6.433577	12.521789	0.420091	0.197343	0.231014	0.473210	0.185590	2.582287	0.413230	0.119966	3.237336	1.519045	2.096335	3.780251	2.092931	0.431588	0.856162	1.223349	0.160900	0.123477	0.123781	0.743249	1.109851	0.186920	3.035236	0.313681	2.701577	1.284132	9.079297	0.709779	0.180874	0.990581	0.253387	4.236849	0.912297	0.086614	2.329086	0.227392	0.587388	0.570774	0.259661	0.985960	1.505735	2.246455	0.838037	1.347054	0.027717	0.337396	0.135141	1.275043	0.614497	0.232932	0.233156	1.265550	0.090970	2.556295	0.258457	1.130796	1.965278	1.131154	4.581393	1.458446	0.605825	1.468581	1.797785	0.287408	0.082115	1.061759	1.419550	0.281059	1.473674	0.353487	0.596141	0.405526	0.390294	0.417521	0.056399	0.188956	0.153362	1.309045	0.429155	1.016590	1.846325	0.456452	0.242920	0.520976	0.523254	3.403579	1.308359	0.116561	0.127653	2.711641	0.354146	1.509376	1.632810	0.239501	0.745816	0.460243	3.485488	0.183236	2.358303	0.305039	0.221168	0.823947	0.283442	0.073182	0.438795	0.485009	0.930128	0.111656	0.223335	0.182076	0.071533	0.101075	1.187915	0.162633	0.094830	1.576628	0.389237	0.508568	0.606401	0.808687	0.665154	0.712710	9.905520	1.075775	0.913579	0.466448	0.101572	0.182664	0.330559	0.058431	0.918674	0.936707	0.796873	17.939745	20.184417	0.664726	1.247608	1.411411	1.216917	1.380601	0.226478	0.151487	0.688717	male	wild_type	d1_adult	whole_worm	group10
N2-2.bam	1.748857	2.687048	0.144474	4.365980	1.430064	0.896759	1.243610	0.441492	0.609605	0.809868	2.782588	0.818173	0.329359	1.550625	0.651019	1.789182	0.002870	0.139218	0.010980	0.671143	0.984684	2.432808	3.430744	1.392033	2.628757	0.009716	2.004611	1.565902	1.332662	1.273923	0.713251	3.815964	0.861734	2.363254	1.598343	0.946757	0.852239	4.496955	0.410378	28.774806	0.969705	0.223725	0.096678	0.424176	2.813318	4.330457	0.805602	0.488120	5.261094	4.917801	11.751179	8.543253	0.669721	0.159631	0.535476	0.490667	0.386035	3.831833	0.691091	0.183309	5.243267	2.028621	4.000898	4.911026	0.027528	0.687579	0.563794	1.419935	0.107975	0.138920	0.242721	1.467848	0.231981	0.753488	5.005716	0.929581	4.611793	2.661007	0.023979	1.413982	0.360333	1.464799	0.608816	4.841853	1.799144	0.050824	3.917381	0.408807	3.416554	1.648927	3.316665	1.628383	3.068977	4.546372	2.327188	2.564612	0.080104	0.266450	0.380816	2.321232	1.112982	0.444831	1.190886	1.661597	3.039941	4.722473	1.315875	1.918140	2.281980	1.863169	7.146677	3.422200	0.963515	3.765562	5.775470	3.332059	0.160580	1.113678	1.595639	7.483634	2.810214	2.745179	3.140722	0.642731	1.101233	1.556557	0.993834	0.213601	0.590885	1.148196	0.645976	2.767838	6.052972	3.538465	0.635403	0.723581	1.187264	5.748198	1.137191	2.263040	0.632063	3.436053	5.591470	2.730286	10.386477	0.498167	2.214226	1.043569	4.628780	1.161829	3.549813	0.776597	0.347878	1.882574	0.578869	0.288684	0.724428	1.248691	1.725040	0.618776	0.392478	0.119705	0.115037	0.158190	0.044564	0.253208	0.152725	2.352447	0.348306	3.987490	0.025122	2.687155	0.985355	0.973699	0.046999	0.868593	2.648315	1.537803	11.208429	0.638391	0.294274	0.177900	1.371376	2.499577	1.312743	22.174447	23.234206	7.036672	1.906606	2.581198	2.420094	2.000618	0.329889	0.674819	4.610085	male	wild_type	d1_adult	whole_worm	group10
N2--3.bam	0.161405	2.292073	0.131979	2.385621	0.856859	0.713185	1.013794	0.255649	0.415112	0.697044	1.453555	0.367472	0.228473	0.527195	0.318467	0.099386	0.354846	0.108036	0.035036	0.354055	0.376601	2.106472	1.223523	0.866800	1.487783	0.036716	1.317681	0.875693	1.402076	0.480657	0.351330	1.872112	1.003885	0.653832	0.305778	0.687062	0.359293	2.700657	0.181778	3.090788	0.679266	0.192599	3.017803	0.340095	2.844696	2.336297	0.027003	0.460104	2.183034	3.266620	6.109040	12.573948	0.508825	0.184253	0.421037	0.712829	0.229609	3.674416	0.537867	0.144489	3.365098	2.002848	2.397148	2.539960	2.244888	0.501302	0.962478	1.479172	0.235971	0.130872	0.201740	0.929339	1.538172	0.502186	3.506663	0.483135	2.649056	1.526856	8.976273	1.091501	0.099847	1.081011	0.255929	4.248216	1.290679	0.118591	2.751237	0.305374	0.668811	0.806609	0.450403	1.062382	1.181870	2.614933	1.037111	1.459220	0.017682	0.147724	0.145816	1.624965	0.765965	0.344261	0.262246	1.602524	0.141505	2.881951	0.252161	1.127074	1.993555	1.299522	3.163834	1.531352	0.396836	1.701126	1.614561	0.322043	0.094308	1.451338	1.399426	0.230450	1.351136	0.340184	0.416780	0.478326	0.305758	0.616298	0.212364	0.190015	0.231876	1.243050	0.470647	1.117204	2.003430	0.475935	0.329457	0.536497	0.520273	2.741691	1.427388	0.181964	0.201211	2.706790	0.195945	2.165595	1.729494	0.259602	0.781078	0.566466	0.252822	0.234931	2.524988	0.826360	0.220422	0.871098	0.375254	0.141472	0.477648	0.641251	0.823711	0.212248	0.200952	0.204132	0.071857	0.106832	0.963926	0.182597	0.102700	1.455545	0.432564	0.541540	0.356771	0.954281	0.646785	0.549044	9.565685	1.407588	0.974168	0.590555	0.146321	0.272562	0.389537	0.058345	0.895872	1.055695	0.985299	15.974100	17.626051	0.847757	1.817501	1.452242	1.302557	2.203119	0.315844	0.273095	0.947031	male	wild_type	d1_adult	whole_worm	group10
